discount,unitPrice,customerID,customerSegment,productCategory,baseMargin,region,profit,quantityOrdered,sales,orderID
0.05,55.99,624,Home Office,Technology,0.8,East,-281.17584,2,99.36,91433
0.02,419.19,627,Corporate,Office Supplies,0.58,East,6610.2,22,9580,90469
0.01,2.08,635,Corporate,Furniture,0.43,Central,-103.7124,12,28.32,89284
0.03,370.98,635,Corporate,Office Supplies,0.65,Central,-124.2864,6,2309.49,89284
0.06,160.98,637,Consumer,Furniture,0.72,West,-229.68,8,1232.01,87953
0.06,65.99,638,Consumer,Technology,0.58,West,288.09,9,506.38,87954
0,195.99,638,Consumer,Technology,0.57,West,719.4768,6,1042.72,87954
0,236.97,639,Consumer,Furniture,0.61,West,1192.04,9,1769.91,87952
0,236.97,640,Consumer,Furniture,0.61,West,1192.04,34,6686.34,56452
0.06,160.98,640,Consumer,Furniture,0.72,West,-229.68,30,4620.05,11077
0.06,65.99,640,Consumer,Technology,0.58,West,288.09,34,1912.98,45380
0,195.99,640,Consumer,Technology,0.57,West,1030.509,24,4170.87,45380
0.03,51.75,646,Corporate,Furniture,0.55,Central,261.444,16,818.81,90735
0.02,25.38,648,Home Office,Furniture,0.5,Central,-10.36,1,34.11,91365
0.02,3.78,649,Home Office,Office Supplies,0.39,Central,106.7499,40,154.71,91366
0.08,15.99,651,Consumer,Office Supplies,0.37,West,-246.92616,12,192.33,91575
0.04,880.98,651,Consumer,Furniture,0.62,West,4233.2588,8,6901.25,91576
0.07,13.4,651,Consumer,Furniture,0.37,West,102.7686,11,148.94,91576
0.01,15.99,651,Consumer,Technology,0.38,West,-36.671544,12,200.68,91576
0,2.78,653,Consumer,Office Supplies,0.36,West,20.6448,9,29.92,91213
0.1,18.97,657,Consumer,Office Supplies,0.37,East,-24.2048,1,19.73,91212
0,119.99,659,Consumer,Technology,0.39,East,-126.05778,5,615.54,91212
0.02,14.58,663,Home Office,Furniture,0.48,East,10.802,17,261.34,90922
0.04,22.72,665,Corporate,Furniture,0.44,South,-678.496,9,202.41,88677
0.02,130.98,665,Corporate,Furniture,0.78,South,90.762,6,793.39,88678
0.02,4.57,666,Corporate,Office Supplies,0.37,South,-352.814,11,54.04,88679
0.04,22.72,667,Corporate,Furniture,0.44,Central,70.028,37,832.14,22147
0.02,4.57,667,Corporate,Office Supplies,0.37,Central,-124.2805,45,221.06,48257
0.09,2.89,669,Home Office,Office Supplies,0.38,Central,40.4823,22,58.67,88475
0.02,48.91,669,Home Office,Office Supplies,0.38,Central,32.86,2,101.06,88475
0.08,296.18,670,Home Office,Furniture,0.76,South,-187.222,5,1429.81,88474
0.07,2.88,672,Small Business,Office Supplies,0.55,Central,9.59,12,34.97,88173
0.1,195.99,672,Small Business,Technology,0.58,Central,-655.424,2,308.86,88173
0.06,161.55,674,Small Business,Office Supplies,0.66,Central,-7.58,3,485.01,88174
0.04,15.42,678,Corporate,Office Supplies,0.58,South,-109.704,5,81.14,88889
0.01,3.95,679,Corporate,Office Supplies,0.59,West,-19.93,2,10.11,88890
0.02,367.99,679,Corporate,Office Supplies,0.4,West,4568.6073,17,6621.17,88890
0.04,95.99,680,Corporate,Technology,0.56,West,-258.225,3,253.78,88890
0.06,17.67,683,Small Business,Furniture,0.47,Central,38.06,4,69.96,87765
0.07,279.48,688,Small Business,Office Supplies,0.8,Central,-207.28,10,2716.09,88503
0.06,4.18,688,Small Business,Office Supplies,0.37,Central,-12.719,5,21.34,88504
0.07,1.7,689,Small Business,Technology,0.51,Central,-51.42,10,17.42,88502
0.09,6.48,691,Home Office,Office Supplies,0.37,West,-88.6,8,49.81,89915
0.02,500.98,693,Small Business,Furniture,0.66,West,2568.4629,7,3722.41,87811
0.09,5.34,693,Small Business,Office Supplies,0.38,West,9.486,17,95.1,87812
0.07,140.98,693,Small Business,Furniture,0.65,West,-263.65,5,734.74,87812
0.06,205.99,693,Small Business,Technology,0.56,West,890.181,11,1882.87,87812
0,230.98,693,Small Business,Furniture,0.6,West,6095.8602,36,8834.58,87813
0.06,8.12,696,Corporate,Technology,0.77,Central,-82.83,10,78.54,89847
0.05,51.65,696,Corporate,Furniture,0.65,Central,25.04,12,605.1,89847
0.1,40.48,696,Corporate,Technology,0.77,Central,-580.32,9,355.84,89848
0.1,175.99,697,Corporate,Technology,0.57,Central,928.9608,10,1346.32,89847
0.08,14.81,697,Corporate,Office Supplies,0.43,Central,-131.6172,20,292.18,89849
0.06,8.12,698,Corporate,Technology,0.77,West,-82.83,41,322.03,32869
0.05,51.65,698,Corporate,Furniture,0.65,West,25.04,49,2470.84,32869
0.1,175.99,698,Corporate,Technology,0.57,West,930.987,39,5250.66,32869
0.1,40.48,698,Corporate,Technology,0.77,West,-580.32,36,1423.35,8994
0.08,14.81,698,Corporate,Office Supplies,0.43,West,-253.11,79,1154.12,53410
0.03,5.28,699,Consumer,Office Supplies,0.4,West,-16.67,5,32.5,44517
0.02,6.47,699,Consumer,Office Supplies,0.4,West,40.2,30,193.95,55392
0.07,2.84,699,Consumer,Office Supplies,0.54,West,3.21,59,158.8,55392
0.01,7.89,699,Consumer,Office Supplies,0.4,West,38.7,32,274.26,36647
0.09,3.68,699,Consumer,Office Supplies,0.83,West,-21.91,24,83.16,36647
0.1,9.71,699,Consumer,Office Supplies,0.6,West,-119.77,27,261.93,36647
0.07,5.02,699,Consumer,Technology,0.79,West,-168.72,42,210.1,32420
0.07,280.98,699,Consumer,Furniture,0.78,West,-439.62,23,6499.87,32420
0.1,4.26,699,Consumer,Office Supplies,0.44,West,15.42,88,351.56,3042
0.1,4.26,700,Consumer,Office Supplies,0.44,West,33.924,22,87.89,87980
0.03,5.28,702,Consumer,Office Supplies,0.4,West,-16.67,1,6.5,87977
0.01,7.89,702,Consumer,Office Supplies,0.4,West,46.44,8,68.56,87979
0.09,3.68,702,Consumer,Office Supplies,0.83,West,-17.528,6,20.79,87979
0.1,9.71,702,Consumer,Office Supplies,0.6,West,-95.816,7,67.91,87979
0.07,2.84,711,Consumer,Office Supplies,0.54,East,3.852,15,40.37,87978
0,8.5,719,Corporate,Technology,0.49,West,71.7356,14,122.25,89344
0.03,95.43,719,Corporate,Office Supplies,0.79,West,-79.3208,2,206.09,89344
0.04,10.64,721,Corporate,Furniture,0.57,Central,24.096,6,66.9,91053
0.03,2.78,721,Corporate,Office Supplies,0.45,Central,6.972,15,43.13,91053
0.01,7.28,721,Corporate,Office Supplies,0.37,Central,-24.246,1,11.21,91054
0.09,125.99,724,Consumer,Technology,0.55,East,-605.374,1,100.38,90359
0.1,17.98,727,Consumer,Technology,0.79,East,-99.55,4,66.32,90359
0.09,101.41,731,Consumer,Office Supplies,0.82,East,-801.1548,12,1178.32,90362
0.06,350.98,736,Consumer,Furniture,0.61,East,797.856,6,2016.32,90361
0.02,48.04,737,Consumer,Office Supplies,0.37,East,422.4525,12,612.25,90360
0.02,70.98,738,Consumer,Furniture,0.56,East,-178.216,4,313.63,90361
0.04,27.48,741,Consumer,Technology,0.75,East,-26.656,15,397.17,90361
0.02,59.98,744,Corporate,Office Supplies,0.57,West,-54.622,1,63.48,87725
0.03,5.18,744,Corporate,Office Supplies,0.36,West,-126.81418,9,47.64,87725
0.03,119.99,744,Consumer,Technology,0.39,West,1400.1,13,1545.58,87726
0.09,125.99,744,Consumer,Technology,0.55,West,916.6806,20,2104.99,87727
0.05,115.79,745,Consumer,Technology,0.49,West,67.6,3,353.1,87726
0.09,27.75,750,Corporate,Office Supplies,0.67,South,-224.644,10,257.52,91200
0.06,130.98,751,Corporate,Furniture,0.69,South,14.76,3,411.64,91201
0.06,2.61,753,Corporate,Office Supplies,0.39,West,10.85,1,17.59,90438
0.01,6.35,753,Corporate,Office Supplies,0.39,West,97.6626,22,141.54,90438
0.06,218.75,754,Corporate,Furniture,0.77,West,-453.2,4,905.4,90437
0.06,119.99,754,Consumer,Technology,0.36,West,-207.679788,2,243.86,90439
0.03,37.94,757,Home Office,Office Supplies,0.38,West,-7.5244,1,39.97,90258
0,20.99,759,Small Business,Technology,0.81,Central,-92.961,5,92.96,86639
0,125.99,762,Small Business,Technology,0.57,West,613.89576,12,1362.2,87525
0.1,31.78,767,Corporate,Technology,0.42,Central,232.2816,11,336.64,86279
0.08,30.73,770,Small Business,Technology,0.75,West,-45.07,14,429.33,88667
0.05,14.56,771,Small Business,Office Supplies,0.58,West,-8.53,3,44.66,88667
0,299.99,771,Small Business,Technology,0.5,West,285.95,5,1619.95,88667
0.08,7.77,772,Small Business,Office Supplies,0.58,East,-209.25,7,56.44,88666
0.1,18.97,772,Small Business,Office Supplies,0.37,East,-9.1636,3,56.73,88666
0.02,4.06,772,Small Business,Office Supplies,0.6,East,12.706,12,64.41,88668
0.07,9.49,772,Small Business,Technology,0.39,East,7.71516,37,344.57,88668
0.04,34.76,782,Small Business,Office Supplies,0.6,West,192.5169,8,279.01,90962
0.02,100.98,783,Small Business,Furniture,0.62,East,-134.912,6,614.99,90961
0,8.34,786,Home Office,Office Supplies,0.4,West,-5.05,9,76.23,91513
0.09,6.48,792,Corporate,Office Supplies,0.36,Central,-204.16,16,99.92,88753
0.06,8.6,796,Corporate,Office Supplies,0.38,Central,-46.115,9,79.4,86867
0.1,14.42,796,Corporate,Office Supplies,0.52,Central,-20.104,1,15.49,86869
0.04,9.11,797,Corporate,Office Supplies,0.52,West,-3.496,2,18.59,86868
0.07,64.65,797,Corporate,Office Supplies,0.8,West,-717.072,13,834.08,86868
0.09,6.48,797,Corporate,Office Supplies,0.37,West,-62.23,8,50.88,86870
0.01,150.98,799,Consumer,Furniture,0.74,South,131.382,6,958.46,89909
0.01,28.28,799,Consumer,Office Supplies,0.58,South,-89.292,12,368.84,89909
0.03,35.99,799,Consumer,Technology,0.55,South,-211.036,1,30.86,89909
0.04,50.98,800,Consumer,Technology,0.73,West,-13.28,11,568.25,89910
0.02,6.48,800,Consumer,Office Supplies,0.37,West,-48.68,19,126.66,89910
0.03,35.99,803,Small Business,Technology,0.85,South,-184.548,3,93.82,90048
0.06,179.99,806,Small Business,Technology,0.57,South,1220.03784,54,8332.91,40547
0.09,5.84,820,Small Business,Office Supplies,0.49,West,-2.87,1,5.9,90244
0.04,6.24,823,Small Business,Furniture,0.6,South,4.3809,13,80.23,89257
0.09,260.98,824,Small Business,Furniture,0.59,South,-100.744,8,2044.9,89257
0,11.97,825,Home Office,Office Supplies,0.58,Central,3.384,4,53.3,89258
0.01,6.98,827,Home Office,Office Supplies,0.38,Central,0.346,3,21.93,89259
0.01,5.18,829,Corporate,Office Supplies,0.36,South,-17.654,5,28.46,90271
0.01,14.42,830,Corporate,Office Supplies,0.52,West,-13.826,6,89.91,90270
0,11.66,833,Corporate,Office Supplies,0.59,West,-203.67,11,138.51,89770
0.07,6.08,850,Corporate,Office Supplies,0.51,West,19.57,7,41.96,88569
0.1,50.98,851,Corporate,Furniture,0.55,West,98.12,6,300.63,88568
0.08,19.9,851,Corporate,Office Supplies,0.4,West,107.11,13,240.46,88569
0.02,3.36,851,Corporate,Office Supplies,0.4,West,-216.154,21,74.08,88569
0.06,1.26,851,Corporate,Office Supplies,0.81,West,-6.6096,4,5.28,88571
0.05,4.24,853,Small Business,Office Supplies,0.35,West,-89.217,12,50.83,88570
0.06,1.76,854,Corporate,Office Supplies,0.56,East,1.2236,22,39.26,88571
0.02,24.98,855,Corporate,Office Supplies,0.66,East,4.3148,23,606.51,88571
0.05,35.99,858,Corporate,Technology,0.38,East,-125.83296,2,64.89,88571
0.03,14.2,865,Corporate,Furniture,0.46,Central,122.21,18,267.2,90674
0.04,6.48,865,Corporate,Office Supplies,0.37,Central,-11.1332,12,86.79,90675
0.04,29.18,868,Corporate,Furniture,0.42,Central,201.7353,10,292.37,91194
0,80.98,868,Corporate,Office Supplies,0.83,Central,-684.78,8,682.79,91194
0.06,6.48,868,Corporate,Office Supplies,0.37,Central,-237.47,20,125.77,91195
0.09,349.45,868,Corporate,Furniture,,Central,-2946.051,12,3918.98,91195
0.03,14.2,871,Home Office,Furniture,0.46,West,21.5556,2,31.24,90577
0.01,5.94,871,Home Office,Office Supplies,0.38,West,-239.315,12,74.77,90578
0,6.48,871,Home Office,Office Supplies,0.37,West,-33.31,18,127.81,90578
0.04,4.37,875,Small Business,Office Supplies,0.59,West,-74.4796,18,78.59,89059
0.09,155.99,875,Small Business,Technology,0.58,West,-232.22056,4,497.11,89059
0.07,5.68,880,Small Business,Office Supplies,0.38,West,18.6438,5,27.02,86153
0.06,22.84,880,Small Business,Office Supplies,0.39,West,-31.24,1,27.67,86153
0.06,25.98,885,Corporate,Furniture,0.6,Central,55.888,41,1033.56,89537
0.08,1.81,890,Consumer,Furniture,0.58,Central,1.3224,11,19.97,89536
0.04,125.99,890,Consumer,Technology,0.55,Central,455.4207,6,660.03,89536
0.01,8.34,894,Corporate,Furniture,0.43,East,29.332,24,199.12,14596
0.06,3.28,894,Corporate,Office Supplies,0.56,East,-86,19,63.14,14596
0.02,1.14,894,Corporate,Office Supplies,0.38,East,-0.49,38,44.85,38529
0.01,8.34,896,Corporate,Furniture,0.43,Central,34.3482,6,49.78,90166
0.06,3.28,896,Corporate,Office Supplies,0.56,Central,-66.65,5,16.62,90166
0.06,47.98,896,Corporate,Technology,0.71,Central,35.955,11,517.68,90167
0.04,90.97,898,Small Business,Technology,0.38,East,-173.0952,6,573.31,33635
0.07,20.34,898,Small Business,Office Supplies,0.84,East,-96.16,5,140.23,33635
0.02,12.53,898,Small Business,Office Supplies,0.38,East,263.4,47,594.44,9606
0.07,5.18,898,Small Business,Office Supplies,0.36,East,37.31,44,228.5,9606
0.04,90.97,899,Small Business,Technology,0.38,East,-173.0952,2,191.1,86263
0.07,20.34,899,Small Business,Office Supplies,0.84,East,-96.16,1,28.05,86263
0.02,12.53,899,Small Business,Office Supplies,0.38,East,104.7213,12,151.77,86264
0.07,5.18,899,Small Business,Office Supplies,0.36,East,37.31,11,57.13,86264
0,5.98,903,Consumer,Office Supplies,0.39,East,80.6748,18,116.92,90806
0.09,35.99,907,Home Office,Technology,0.38,South,114.3165,5,151.6,86459
0.09,2.6,907,Home Office,Office Supplies,0.58,South,1107.408,12,31.73,86460
0,5.28,910,Corporate,Office Supplies,0.4,South,-149.212,15,85.26,90187
0.05,7.64,911,Corporate,Office Supplies,0.36,East,-21.018,2,16.6,90185
0.04,218.75,911,Corporate,Furniture,0.72,East,-655.529875,10,2285.41,90185
0.01,59.76,911,Corporate,Office Supplies,0.57,East,354.3288,8,513.52,90186
0.06,350.98,915,Home Office,Furniture,0.61,Central,-489.4156,1,346.52,86356
0.05,161.55,916,Corporate,Office Supplies,0.66,Central,35.31,3,499.31,86357
0.05,35.51,918,Consumer,Office Supplies,0.58,West,6.11,2,73.1,90492
0.09,58.14,918,Corporate,Furniture,0.61,West,187.412,39,2115.06,90493
0.1,8.34,919,Consumer,Office Supplies,0.59,West,-6.34,6,47.95,90492
0.1,15.98,920,Corporate,Technology,0.37,West,92.7222,9,134.38,90491
0.03,8.04,920,Consumer,Office Supplies,0.4,West,-160.2755,9,76.77,90492
0.01,65.99,922,Small Business,Technology,0.56,West,396.972,14,782,87135
0.03,2.18,925,Small Business,Office Supplies,0.44,East,-7.04,7,15.73,87134
0.01,170.98,929,Small Business,Furniture,0.66,East,538.52,10,1719.07,87134
0.05,6.04,936,Corporate,Office Supplies,0.38,West,-4.14,1,8.41,90588
0.05,5.98,936,Corporate,Office Supplies,0.36,West,-31.885,17,104.95,90589
0.01,65.99,937,Corporate,Technology,0.59,West,-95.2105,3,166.59,90589
0.09,100.98,940,Home Office,Furniture,0.62,East,-193.58,4,396.19,90844
0.03,31.74,945,Home Office,Office Supplies,0.37,West,-4.301,3,98.7,86567
0.09,90.98,946,Home Office,Furniture,0.74,East,-1570.32,20,1782.44,86566
0.08,14.2,947,Home Office,Furniture,0.46,East,27.23,5,72.11,86565
0.06,40.98,949,Consumer,Office Supplies,0.36,West,-19.0992,3,124.81,9285
0.02,48.04,949,Consumer,Office Supplies,0.37,West,373.67,18,881.32,8257
0.06,40.98,950,Consumer,Office Supplies,0.36,Central,-14.80188,1,41.6,89083
0.05,1500.97,950,Consumer,Technology,0.57,Central,-2561.3235,1,1497.22,89084
0.02,48.04,950,Consumer,Office Supplies,0.37,Central,168.9189,5,244.81,89084
0.03,4.28,950,Consumer,Office Supplies,0.58,Central,-6.2,1,4.55,89084
0.1,7.31,954,Small Business,Office Supplies,0.38,Central,19.0647,4,27.63,90771
0.08,6.7,954,Small Business,Office Supplies,0.52,Central,10.56,5,31.21,90771
0.01,145.45,959,Corporate,Technology,0.56,Central,837.6807,8,1214.03,91581
0.03,2.94,960,Home Office,Office Supplies,0.58,West,-4.2,1,3.51,89401
0.05,124.49,961,Home Office,Furniture,0.63,West,-44.1636,1,120.12,89402
0.03,2.94,962,Home Office,Office Supplies,0.58,Central,-4.2,2,7.01,17636
0,170.98,970,Consumer,Furniture,0.66,South,-102.662,8,1452.18,86173
0.03,284.98,972,Corporate,Furniture,0.6,West,-116.584,2,619.38,87259
0,12.99,972,Corporate,Furniture,0.73,West,12.8961,1,18.69,87259
0.1,2.22,975,Corporate,Office Supplies,0.55,East,-21.3192,3,8.8,87260
0,37.76,980,Corporate,Office Supplies,0.57,East,93.8468,12,477.2,87258
0.09,300.97,983,Corporate,Technology,0.48,South,17.772,10,2848.38,90201
0.05,4.28,993,Small Business,Office Supplies,0.4,West,-104.57,9,38.58,89432
0.1,400.98,994,Small Business,Furniture,0.6,East,-969.048366,2,810.47,89433
0.09,7.64,995,Small Business,Office Supplies,0.36,East,4.032,9,72.83,89434
0.08,67.84,997,Small Business,Office Supplies,0.58,East,-23.6344,1,63.66,89431
0.08,45.19,999,Small Business,Technology,0.55,East,-71.83,3,127.22,89433
0.03,33.98,1000,Small Business,Furniture,0.55,East,-0.74,12,432.44,89433
0.06,10.14,1005,Small Business,Office Supplies,0.36,Central,-3.88,1,12.18,90043
0.02,40.99,1005,Small Business,Office Supplies,0.36,Central,551.0928,23,950.43,90044
0.01,3.15,1008,Home Office,Office Supplies,0.37,East,17.5053,8,25.37,88371
0.1,550.98,1009,Corporate,Furniture,0.71,East,818.546175,14,6963.67,88372
0.09,28.48,1014,Home Office,Technology,0.4,South,-17.15,6,160.17,88387
0,2.08,1014,Home Office,Furniture,0.43,South,-29.54,3,7.47,88387
0.06,45.99,1014,Home Office,Technology,0.56,South,-329.784,10,370.81,88387
0.08,10.91,1014,Home Office,Office Supplies,0.38,South,-2.1,11,119.99,88388
0,43.98,1015,Home Office,Office Supplies,0.58,South,829.467,14,650.7,88390
0.02,6.48,1016,Home Office,Office Supplies,0.37,South,111.222,1,11.41,88389
0.05,35.89,1018,Home Office,Office Supplies,0.4,South,22.866,19,680.39,88391
0,11.48,1018,Home Office,Office Supplies,0.36,South,115.728,6,75.52,88391
0.09,517.48,1020,Small Business,Technology,0.59,Central,909.36,5,2354.54,88632
0.07,4.13,1020,Small Business,Office Supplies,0.38,Central,-76.4244,20,79.06,88634
0,4.48,1020,Small Business,Office Supplies,0.37,Central,8.732,14,65.14,88634
0.02,39.06,1023,Small Business,Office Supplies,0.37,East,442.0899,16,640.71,88633
0.1,37.7,1023,Small Business,Office Supplies,0.35,East,455.124,18,659.6,88633
0.08,65.99,1026,Small Business,Technology,0.58,East,624.40164,22,1137.6,89005
0.1,5.98,1026,Small Business,Technology,0.68,East,18.922,26,151.55,89008
0.07,2.61,1026,Small Business,Office Supplies,0.39,East,39.3507,22,57.03,89008
0.1,73.98,1027,Small Business,Technology,0.79,East,-229.87,5,347.23,89004
0.05,51.98,1027,Small Business,Technology,0.37,East,329.9787,9,478.23,89004
0.07,7.08,1028,Small Business,Office Supplies,0.47,East,30.49,13,93.82,89006
0.05,83.1,1028,Small Business,Technology,0.45,East,1152.5277,20,1670.33,89007
0.07,125.99,1035,Home Office,Technology,0.6,East,-604.406,1,100.59,90710
0.03,99.99,1036,Home Office,Technology,0.52,East,293.66,6,598.38,90710
0.1,7.64,1038,Corporate,Office Supplies,0.36,South,-403.1874,5,39.36,90641
0.06,55.94,1041,Small Business,Technology,0.74,West,-13.77,6,322.77,87846
0.07,6.3,1041,Small Business,Office Supplies,0.39,West,44.9121,11,65.09,87846
0,14.42,1042,Small Business,Office Supplies,0.52,West,9.33,6,98.96,87847
0.02,209.84,1044,Home Office,Furniture,0.59,West,2593.14,62,13546.94,28001
0.01,194.3,1044,Home Office,Furniture,0.59,West,1162.76,32,6401.65,28001
0,6.68,1044,Home Office,Office Supplies,0.37,West,-76.94,90,617.4,47813
0,6.68,1047,Home Office,Office Supplies,0.37,East,-40.0088,23,157.78,89389
0.03,5.44,1054,Corporate,Office Supplies,0.36,West,-51.704,4,26.31,90069
0.08,26.38,1054,Corporate,Office Supplies,0.39,West,144.7482,8,209.78,90069
0.06,20.99,1054,Corporate,Technology,0.81,West,-112.189,1,17.83,90069
0.09,138.75,1060,Small Business,Furniture,0.74,South,-445.9717763,23,2527.79,58628
0.07,6.3,1060,Small Business,Office Supplies,0.39,South,4.1674,20,121.87,57061
0.09,138.75,1062,Small Business,Furniture,0.74,East,-335.317125,6,659.42,91354
0.04,22.38,1062,Small Business,Office Supplies,0.38,East,16.0218,18,403.53,91355
0.06,17.78,1062,Small Business,Furniture,0.54,East,38.0673,3,55.17,91355
0.01,15.99,1065,Corporate,Office Supplies,0.37,Central,-99.43544,23,377.44,88899
0.04,22.84,1068,Home Office,Office Supplies,0.39,Central,-97.28,12,286.4,87109
0.02,15.94,1069,Home Office,Office Supplies,0.55,Central,139.612,41,664.34,87110
0.01,150.89,1072,Corporate,Furniture,0.77,East,-505.76,3,473.53,89631
0.04,19.23,1075,Home Office,Furniture,0.44,Central,152.4348,11,220.92,86422
0.08,13.9,1080,Corporate,Office Supplies,0.56,Central,9.862,14,196.41,88461
0.07,55.99,1083,Corporate,Technology,0.83,Central,-232.991,1,54.08,88460
0.05,7.64,1085,Home Office,Office Supplies,0.36,East,-40.2752,6,47.18,86122
0.04,9.06,1085,Home Office,Office Supplies,0.4,East,-53.25,3,30.87,86123
0.06,30.42,1085,Corporate,Technology,0.74,East,-159.25,10,309.05,86124
0.02,37.94,1085,Corporate,Office Supplies,0.38,East,206.517,8,299.3,86124
0.04,14.27,1086,Home Office,Office Supplies,0.38,East,2.125,3,45.24,86123
0.02,15.14,1101,Small Business,Office Supplies,0.81,West,5.884,3,51.02,91488
0.05,328.14,1103,Home Office,Office Supplies,0.57,Central,772.04,7,2291.39,90977
0.05,328.14,1104,Home Office,Office Supplies,0.57,East,772.04,29,9492.92,27456
0.04,6.35,1106,Small Business,Office Supplies,0.39,Central,81.91,52,318.47,20261
0.01,9.31,1106,Small Business,Office Supplies,0.56,Central,-10.9,61,586.96,646
0.08,140.81,1106,Consumer,Furniture,0.57,Central,1232.79,81,11272.77,45824
0.01,9.31,1107,Small Business,Office Supplies,0.56,Central,2.18,15,144.33,86411
0.09,31.74,1108,Small Business,Office Supplies,0.37,Central,67.1075,9,270.55,86409
0.04,6.35,1108,Small Business,Office Supplies,0.39,Central,54.9378,13,79.62,86409
0.02,65.99,1108,Small Business,Technology,0.56,Central,168.237,8,479.79,86409
0.08,8.37,1109,Consumer,Furniture,0.59,Central,-169.232,13,108.99,86410
0.03,300.98,1112,Corporate,Furniture,0.55,West,1272.5808,12,3527.82,90832
0.02,2550.14,1112,Corporate,Technology,0.57,West,-5390.738892,2,4698.21,90832
0.01,2.89,1113,Corporate,Office Supplies,0.38,West,29.7252,14,43.08,90833
0,55.99,1113,Corporate,Technology,0.8,West,-187.11,5,258.93,90833
0.06,64.65,1117,Home Office,Office Supplies,0.8,West,-139.2872,4,277.6,86768
0.04,19.98,1121,Consumer,Office Supplies,0.37,West,108,8,168.04,86767
0.08,125.99,1121,Consumer,Technology,0.58,West,377.154,7,703.46,86767
0.03,7.3,1123,Small Business,Office Supplies,0.38,West,-127.052,14,103.61,87015
0.09,175.99,1123,Small Business,Technology,0.59,West,2169.7464,22,3144.56,87016
0.09,160.98,1124,Small Business,Furniture,0.72,East,-229.93,18,2653.02,87016
0.02,4.06,1127,Consumer,Office Supplies,0.6,Central,-93.7352,16,66.81,87221
0.04,4.71,1127,Consumer,Office Supplies,0.8,Central,4.53,19,90.52,87222
0.06,4.2,1128,Consumer,Office Supplies,0.36,Central,9.78,13,55.97,87222
0.04,8.6,1129,Home Office,Office Supplies,0.38,East,-63.8135,37,311.66,32037
0.07,699.99,1129,Home Office,Technology,0.54,East,325.29,15,9862.51,32037
0.05,5.78,1129,Corporate,Office Supplies,0.36,East,-116.05,29,177.41,49125
0.02,7.64,1129,Home Office,Office Supplies,0.36,East,117.38,52,406.91,13735
0.03,30.98,1129,Corporate,Technology,0.79,East,-144.2,44,1332.09,39430
0.02,4.98,1129,Home Office,Office Supplies,0.36,East,-46.92,19,105.5,57794
0.02,7.64,1131,Home Office,Office Supplies,0.36,Central,70.1937,13,101.73,88103
0.06,6.37,1132,Corporate,Office Supplies,0.38,Central,-48.2195,6,37.7,88101
0.04,8.6,1132,Home Office,Office Supplies,0.38,Central,-63.8135,9,75.81,88102
0.07,699.99,1132,Home Office,Technology,0.54,Central,325.29,4,2630,88102
0.03,30.98,1132,Corporate,Technology,0.79,Central,-115.36,11,333.02,88104
0.02,4.98,1133,Home Office,Office Supplies,0.36,Central,-46.92,5,27.76,88105
0.09,270.97,1136,Consumer,Technology,0.56,Central,2660.1432,15,3855.28,87940
0.02,160.98,1138,Home Office,Furniture,0.62,Central,-51.116,1,192.49,86574
0.05,363.25,1142,Home Office,Office Supplies,0.57,Central,1766.7795,7,2560.55,86573
0.01,18.97,1142,Home Office,Office Supplies,0.37,Central,85.875,11,227.67,86575
0.05,7.59,1151,Corporate,Furniture,0.42,East,6.0927,1,8.83,91344
0.09,9.11,1155,Consumer,Office Supplies,0.4,West,20.2996,4,34.41,90853
0.08,15.04,1155,Consumer,Office Supplies,0.39,West,108.5163,11,157.27,90853
0.06,175.99,1156,Consumer,Technology,0.57,East,48.47148,7,1013.84,90855
0.04,100.98,1159,Consumer,Furniture,0.62,East,-152.76,1,110.75,90854
0.09,9.78,1170,Consumer,Office Supplies,0.39,East,125.2074,19,181.46,87520
0,200.99,1170,Consumer,Technology,0.59,East,281.5344,6,1076.3,87520
0.03,4.48,1178,Consumer,Office Supplies,0.6,South,64.266,2,21.46,89787
0.06,350.99,1178,Consumer,Furniture,0.55,South,-302.6156,10,3506.78,89787
0.09,40.98,1178,Consumer,Technology,0.74,South,5.6916,7,267.69,89787
0.09,349.45,1178,Consumer,Furniture,,South,-369.11,7,2307.26,89787
0.07,2.61,1182,Home Office,Office Supplies,0.39,West,27.0135,15,39.15,86913
0.04,35.99,1183,Home Office,Technology,0.39,West,184.1955,9,266.95,86914
0,6783.02,1185,Consumer,Technology,0.39,South,4.11,3,20552.55,85938
0.08,11.7,1185,Consumer,Office Supplies,0.5,South,28.566,8,87.8,85940
0.07,400.97,1186,Consumer,Technology,0.36,West,2581.5591,10,3741.39,85939
0.06,10.89,1189,Consumer,Office Supplies,0.59,West,-25.112,14,149.32,87584
0.03,10.64,1189,Consumer,Furniture,0.57,West,17.376,16,177.01,87584
0.03,7.96,1189,Consumer,Furniture,0.41,West,24.2604,4,35.16,87584
0.03,28.53,1191,Small Business,Office Supplies,0.38,East,59.4405,3,88.84,87587
0.03,10.64,1193,Consumer,Furniture,0.57,East,14.48,63,696.96,5984
0.03,7.96,1193,Consumer,Furniture,0.41,East,22.25,17,149.41,5984
0.05,52.4,1193,Consumer,Office Supplies,0.39,East,592.5265,85,4556.63,29350
0.05,36.55,1193,Consumer,Office Supplies,0.41,East,232.8,83,2948.61,29350
0.03,5.98,1193,Small Business,Office Supplies,0.39,East,38.08,85,517.85,38852
